TEXT,Label
the idea that ace people are coming into lgbt spaces suggests that ace people are not queer and also reeks of here they come into our spaces rhetoric that would not fly if it were white people talking about black people or men talking about women and rightly it should not,0
 progressives socialists democrats know their only way to stay in power is through illegal aliens americans know they do not care about us,0
calling someone nigga is acceptable but calling someone faggot it not the same,0
islam is love,0
this is what happens when niggers gain power there is not one street one neighborhood one city one state or one country that is better off once the nigger infects it,1
  out of every  nazi soldiers killed in ww2 were killed by the red army of the soviet union,0
the looney left liberal sjw cuck a sad delusional weakling brainwashed by the zorg globalist media this degenerate lunatic will just give away our land culture security and way of life whilst watching their own children being raped and killed just as long as they are not called waycist,1
if twitter dm had an unsend option chats be like hi i like you hey hello this message was deleted you are beautiful helloo deleted texts fuck you bitch slut whore,0
irish joe mccarthy warned us decades ago about all the commies in govt  lotta satanists nazis queers and muslims in usa govt now,1
  not worth the risk complimenting women anymore,0
wrong bitch ass nigga,1
slutty citrus fruits,0
kakegurui is good so far i love the dykes in the intro but also the protagonist is so annoying shes not gonna suck ur sad dick bro,1
anyone see them collecting illegal immigrants on livepd last night my kid is like i feel sorry for their kids but their parents are stupid maga,1
 did i forget to tell you about the white boy,0
 holy shit i wanna listen to all of these they all look amazing,0
just another daily reminder that republicans are retarded,1
why does it smell like black sesame mochi,0
who is was obola  year old in chief  dollar muslim pimp a hole musloid a token to make stupid white people feel less guilty a tr  gay husband americahaterinchief america hating globalist elitist piece of trash arrogant pompous narcissistic thug attention hound,1
 in  college attending women is raped but  in  hollywood actresses are raped by harvey weinstein alone,1
lool it bare gyal clown i see that get no gyal 😂 they just sad cus they get no bitches but do the most to get em 😭 try harder,1
you put a ring on that bitch amp she a hoe still 🤣,1
0 u0 lmao wow fuck you too 😂 😂,0
  and all white onions should be caramelized yeah i said it,0
  you all keep saying woke disney but the board of directors and presidents are all white besides one guy,0
all the mainstream media in sweden is of course leftist communist spewing out lies and propaganda on a daily basis only retarded people believe in them nowadays,1
young black girl tryna be the best she can,0
 why didnt he ask why ndp attracts ecosocailists who love debt charles is a fucking pussy,1
i know that but they claim to be jewish i have read the bible enough and have researched enough to know they come from russia not palestine when the remnant of the jews were released from persia they headed east not north that i know of,1
get in line cunt fucking jew bitch christ killing baby raping kike whore,1
lol at  thinks he a dothead kike lol,1
i do not know what is worse grouping ambiguity and otherness into the sexualized charged term queer or grouping different individuals into off ish labels and uniting them under a colonial ideas of sexism and gender lgbtqaa hahahah a plus submarginalized reduced to a plus,0
muslim girls express how horny they are by saying they can ’ t wait to have kids 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️,0
thelma and louise with a half dozen nigger kids in the back,1
 yeah well fuck you too,0
be proud of your heritage no nigger could ever make this kind of art and no nigger will ever come close to being half the man as general robert e lee,0
my dear fellow moslems who live in europe you need to understand two facts  europe has never in history accepted your so called prophet and your religion islam  from the european perspective islam is just superstition of uneducated arabs and you will never change this attitude never,1
i hate hoes tow up hoes,1
    i pity for you you know nothing how hundreds have dies fighting terrorists they are just like japanese people who raped your women and murdered your men i think you forgot how evil people can get bye,0
  democrats logic imagine democrats in charge of our country we all going to feel as we have been raped,0
much like the aedes aegypti i only bring disease to humanity and yet some consider me beautiful,0
calling me a kike is not an insult,0
in the quran hijrah is actually a muslim practice that islam uses to take over and claim territories as their own if more 🇺 🇸 wake up to the fact that this refugee crisis is jihad through migration then maybe we can stop this islamic conquest to take over the western world,1
  fucking retard,1
 you a bad bitch,1
boost your twitter audience retweet and comment hello follow whoever likes your reply quick 🙏 😎 😉 🍑 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 🔔 🔔,0
so you are gonna be loud on ig about rapists and stick up for women yet you have raped and abused multiple women including myself and told your mrs i am just your crazy ex and that why i hate you pick a fucken side you sick fuck,0
i am not opposed to gifted women working in the sciences but can we please end affirmative action implement a meritocracy instead,0
dorothy a dirty slut,1
kansas city is a nigger dump,1
hoes gone be hoes,0
 i gotta get on you for you are own good do your hw swole lips make some beats double barrel nostril boy and go get white ass,0
find something more important to be mad about we have bigger problems than white women having sex with black men,0
you niggers need to stop being homophobic,0
we all know its mysterious why are those yid q not expose the names who doing it they should know the all are not the delivering news is not he or she anonymous or its anonymous from us so we do not know that q is shlomo,1
lol and what was right wing leader vox gay doing about this with his movement oh yeah trolling grannies out of book reviews on amazon great optics bro,0
white chocolate covered strawberries edible arrangement me please,0
amazing how much effort and air time is being given by all media outlets on charlottesville they never spend this much energy on muslim attacks antifa attacks blm attacks etc etc it can not get more obvious than this they are the enemy,0
if a pic can be shown send in the drone the cancer of islam needs to be eradicated not enabled ww2 vets are rolling in their graves,1
vice promoting violence and acceptable racism an uzi  mm lmfao if you are going to go for a ghetto gun why not an ak pistol at least that  x  morons all the way around but what else is expected here,1
brennan is a vicious nasty muslim convert no act is too low for him,1
hop sing no jew yes but i bet they looked for a jew to play his part then came to conclusion we can not find a jew that will fit the role okay let us get a gook at minimum wage,1
moslim eunuchs were sent as ambassadors to the timurids,0
french mayors panic as invading muslime migrants overwhelm cities keep your borders open french president moron there are more muslimes looking for freebies and to take over your nation muslimes are no value added to france or any european nation or america deport putin says syria war over,1
to all my asians y ’ all still saying the n word or are we gonna have to box,0
and do not get me wrong either i only have a few muted i did not enjoy another clown telling me that sharia was the only way and women should submit or die i do not have time for that shit especially with a household full of ladies including the cat,0
here a pro poll more precise than my non pro ghetto poll plus unlike mine it correctly displays feet and inches 😂 😂 😂,0
iran and north korea wanted to bomb the us iran wants to kill all infidels including you if you are not a muslim religion convert of course that is my opinion,1
bampumim teixeira an immigrant from west africa,1
new law called the hillsborough law must be used first for the cover up by pms mps councillors social services police over the rape of  million white children raped by paki muslims,1
edina vs eden prairie is the grape nuts of high school sports,0
  happy birthday muzzy bear 💕,0
 of the average population are being exploited right now by facebook despite knowing kike zuckerturd designed fb to exploit the human brain and still use it despite we were exponentially smarter back then,1
there too many wypipo asking what this is and if they can get in this is a niggers only event,1
twitter done ant was the main reason i went there and to make fun of libs blacks and feminazis looks like i can get all of that here and more,1
where all the funny shit at i am tired of reading you all retarded ass rants and passive aggressive comments,0
is peaceful religion and apparently i found a lot of progressive muslim scholars which have suitable arguments and interpretation regarding how islam condemns lgbt here i do not wanna disclose what i have read and found but it so easy to see this lgbt phenomenon from humanity,0
back to the gab ghetto for hatin on vice journoscum fug it bout to eat this under ripe red banan try and stop me,0
hot phat ass stash big this nigger this nigger,0
enjoy your new drama filled scandalous royalty england this is what happens when you take a ghetto  y o divorcee and try to make her a princess,0
 year old white women who ship r*ylo  i don ’ t expect you to understand because you ’ re not a minority,0
 it okay to be white islam is right about women straight pride world wide male feminists are better than female non feminists,0
i just my new white performance shoes and my friend goes and spills fruit punch on it like,0
 i hate you faggot add me to your private snap story,1
idk why people think they went off when they say “ go back to palestine ” that ’ ltrly the goal y ’ all kno what a refugee is,0
interesting observation it might be because we rightists realize things objects have no will and thus cannot be good or evil untainted by p c pablum we also allow ourselves to notice patterns of human behavior thus we can conclude e g that muslim immigrants are a net negative to society,1
a group of zebras claim they witnessed a white rhinoceros fleeing the scene chimp news network is on the location talking to a family of orangutans matching the zebras story prayforfuckyouthatswhy,0
good video  showing what muslims and islam do to a country bring it back to stoneages deportmerkel deportislam deportregressiveleft,1
the women of my grammas generation were pretty cool too my gramma punched a pregnant spic in the belly at a motley crew show in the  🤔,1
 what you need to understand is that when muzzies attack it will not be fighting in the street all that noise it will be a sharp rise in murder rates across the country our own leos will keep us from retaliating,1
if you drive under the speed limit especially in the fast lane know i genuinely fucking hate you,0
sick of these niggas hire some fucking help get rid of these niggas,0
fuck nigga call blocked me 😂 😂,0
im sure those moab bombs dont damage the homes of hard working christian arabs right ↓,0
  is not chad one of those shithole countries tromp talked about 🤔,1
these faggots should read siege,1
how boomers let jews loot the usa,1
talking to them hoes you steady gossip yeah that bitch shit you a bitch nigga on my momma 😤,1
i see a lot of brown people and stupid women being the ones in these marches young white men know what is up do not let the msm gaslight you to think otherwise,1
israel is full of revolting arabs that also do not like to study just like to learn bomb making and acid throwing,1
 wait us muslims too bad move,0
ohh it capable of learning see your post do not look as retarded without your little emojis in them,1
after removing islam wrongfully protected status by the freedom of religionsue the federal government again giving money to refugees is embezzlement and cronism at the same time stealing money from the fed gov giving it to your friends,1
   why is it that women women get raped they are blamed blamed because of what they wear men get paid more then women men get away with rape and become president,0
im here queer muslim and tired,0
world simply will not be a safe space until the goatfuckers and zhids are gone,1
 but muslims are bad for doing the god ’ work out there 😏,0
women be so aggressive when they are horny,0
i never thought i d hear dr ben carson called a white supremacist i will not recover from this shock,0
 trump raped and molested women committed tax fraud money laundering bank fraud and numerous other crimes and he managed elizabeth warren embraced her families native american heritage proven with dna test and shared recipes it hardly high crimes and misdemeanours 🙄,0
men who refer to women as females steal,0
spoiler alert the punisher is not the only insane violent right wing white male veteran in the series all the villains are too,0
and will do it again like nigga backwards,0
 😭 😂 😂 guy stop this i hate you,1
 listen i don ’ t lie but yeah yeah i don ’ t hate you just strongly dislike you at times,0
q why does hasbara jdif send their flunkies here a because they send their best decepitcons to sites where kike lies still work,0
  sister during that period our tamil nadu dmk government and indian congress government join to kill all my tamil people in our freedom in sri lanka,0
your buddy is a faggot and a moslem,1
right now we have at least  of the white stuff on the ground what ever happened to the fall season lol 🇨 🇦,0
   bring your canoe,0
note how the students mentioned in this article all have foreign names middle eastern african likely moslem yet the vast majority of rural uk is white british these are the people who need to commute often with poor rail bus services cities with good commuter services are full of immigrants,0
 or queer it ll be something like that if it had been racism they d have been all over it like a slut on a dick,0
i am a little surprised femi commie nazis have not declared ejaculate itself to be emblematic of white supremacy,1
  i only see some muslims but nothing else typical for the cowards jailcarola,0
i argued with him against sending troops and money to shithole africa he all kumbaya over saving africans from muzzies and thinks we have to do it i called bulshit,1
what makes you think that another muslim will not win,0
real madrid is a fucking joke bro 😂,0
the muzzies already made us realize that 😜,1
if an uninformed person were to watch american tevision black people would appear to represent half the population while latinos asians and native americans would represent  this is a lie,1
rapture theology tightly interwoven with ideas about the rebirth of israel has inoculated nearly every non mainline protestant denomination against anti semitism meanwhile the mainlines have been infiltrated and are currently obsessed with muzzies and trannies xianity has collapsed,1
both versions whether censored or not are still written by the fucking kikes to pussify gentiles the kike know that there no such thing as god they made him up,1
   millions of yemeni children starve because of trump policies republicans i sleep a woman gets raped and does not want to carry his baby republicans real shit,0
aw the short dykes are getting noticed today thats cute,1
imagine pullin up ya bitch house to a nighas car outside n u look thru her window n she laid up wit dude 😳 couldn ’ t even imagine,0
i just got the most retarded cut in my life,0
 because you are muslim and pak is a muslim country,0
comey diary on the bill c lynch plane meeting bill talked to lynch about grandkids specifically the chance of lynch grandkids finding themselves on a small plane with  women raped by bill c in a thunderstorm over epstein island,1
  please greece stop killing refugee children,0
there is one thing that they do understand and that is violence maybe two things prison george soros us is paying the human traffickers to take the muzzie horde to europe a total pos,1
dumbest cartoon propogated by the dumbest people get that shit outta here faggot,1
 they switch up like faggots,1
do you see that nice black and orange fish with a nice grin over there,0
 youre hurting my feelings thats why dykes 6 o o h € ii,0
 whew i hate it here america is so ghetto right now 🥴,0
i mean i understand dracula i d kill all of humanity too if they wrongfully burned lisa at the stake,0
we have female professors here who educate at about  the capacity of their male counterparts lower iq on average lazy indolent too weak and cucked to control packs of sand niggers and regular niggers what a pity,1
 yea that so so true more info han faggot it becoming feminine thanks for correcting me,1
king sobieski with his  k polish soldiers defeated  k arabs near vienna we will stop em again cuz the rotten west lost its balls,1
 this is a fucking joke right oh the hindsight here you and icbc are a damn joke resign you have now officially raped  of drivers wallets with this new system,0
one year ago five people were killed by a devout moslem on westminster bridge for this rag headed bitch she will remember it as the day she was running late on her way to mosque,1
hey twitter you enormous fags do not you have more problems than anime posting weebs to worry about your problem should be the actual terrorists and maybe the kangz how about you ban some of those faggots instead,1
  are yall niggas retarded,1
 lol them be the dykes 😂,1
empowerment through consumerism is fake empowerment,0
 he ’ muslim and trump hater why do you support him,0
trudeau is a muzzie loving piece of shit,1
plutonium is so ass it just a bunch of retards killing last  seconds into the game,0
   more than  months since my latest police report and singapore woodlands police division is still ignoring chinaman satanist lee hsien loong malaysian criminals who are still hiding putting up in   wellington circle singapore,0
george clooney goes full retard and blasts trump for bashing meryl streep are not you supposed to be running the country obama is still president not trump,0
      you do not think it hateful to call someone a towel head or a sand n word you do not get it,0
yes and the borders are outlined for the jews to inhabit the rest is colonised by arabs israel the only country to have its borders spelt to in the bible,1
i get on twitter just talk shit about you cause u a scary ass hoe 😂 amp i want your head hoe 🤷 🏽 ‍ ♀ ️ but im off this shit good night 😘 ❗ ️,1
 whoever picked mineecraft is fuckign retarded,1
and our muslim puppet global elitist traitor governments keep importing these savages because they need an excuse to declare martial law if you think i am joking i remind you that martial law was declared in ma after the boston marathon bombing by muslim immigrants,1
q why do blacks wear white gloves a so they do not bite their fingers eating tootsie rolls,1
 it was its just everyone on anitwit is retarded,1
some stupid nigger comedian was on tmz today my wife watches it everyday he was defending the kneelers of course his defense was moronic comedians can not do comedy,1
do not be sticking your white ass tongue out in pics 🤢,0
  a no they will not from you means nothing here just last week a crazed white woman at a cvs ranted like savage while expressing her desire to kill all of us people like that will be emboldened people like you do not care,0
 all homosexuals and transsexuals are narcissists,1
why is it that everyone on the internet who “ doesn ’ t care “ blows up your mentions for three hours take the l queers,0
bruhh these niggas wasting my time,1
do some research tony you will find out that mohammed was an illiterate sand nigger married to jewesses rabbis were behind the whole islamic scam jews and arabs are basically inbred cousins neither jews or muzzies have any business being in white civilizations,1
  not bad idea but they are retardet,1
unless of course you are an illegal immigrant or muslim or perhaps some other minority these people will be allowed special get out of jail free cards to some degree fuck you citizen fuck you white people you owe the world everything gabfam,1
 census questions only harm illegal immigrants,0
dyke call me c murda girl if you do not get the fuck,0
so he admits to his inner retard that can not cope with facts not aligning with his feelinz priceless,1
 one way i am jealous of ghetto nignogs i want to beat matthew yglesias too,1
my brother calls me versace sensei for some reason and everyone thinks i am some weird bitch when he screams it to me,0
america n all of western civilization needs to take lessons from poland hungary n the czech republic n get every refugee n jehadists islamic muslim out of our countries,1
be honest that move down to  8 k with bitmex going down was ghetto af,0
 exactly it really feels like even if i was queer enough by their standards i d be disqualified because of my sexuality like seriously ugh do not get me started,0
i think you have missed the point it far funnier to simply agree with people when their only argument is that my name is a kike name or that i am obviously a faggot they never respond to my name irl being alfred rosenberg though,1
ur mom gay,1
you have yet to make an argument why the nazis were trash let me consider your motives for being anti white 🤔 maybe it because you are a trashy whore who took  nigger dicks in your day,1
  in a country mostly populated by blacks and the ppl with money make up about  of the population would you still say that the money is in the hands of white ppl 🤔,0
would some canadian patriot please maroon this faggot on an ice floe before he totally destroys your country,1
you hear even supposedly learned niggers say ax d as a substitute for ask all the fucking time so ghetto it a black thang no it a nigger thing,1
you looked like an old road whore hag back then i can only imagine how well you have aged on your cocaine and coon cum diet get some troll game cunt,1
far right is a term used to describe white people who are willing to stand up and protect our families and our nations from hostile invaders far right family westernvalues freedom tyranny european immigrants invaders,1
   this white guy claims to be a paster of gid yet he promotes a civil war against blacks what a shame,0
i know there women who lie about getting raped but when there proof how tf can you justify that cause it your boy you all niggas are real life weirdos you all mothers should of never birthed you all forreal mal paridos,0
to this day a nigga still talking bout they wish they did right by me,0
lol gives a whole new meaning to bread basket lmao fuggen kike demon,1
    feminism has toxic aspect yes and you are allowed to oppose it but on your fight against it do not ever try to justify rape ever we are fighting against women being bullies so what has rape got to with this ngoba we get raped cause we have vaginas,0
white blog owners only covering white artist sounds about white,0
my dad has written my sister out of his inheritance because his words no daughter of mine is gonna be a mudshark and date a nigger burn the coal pay the toll i guess 🤷 ‍ ♂️,1
that the jews coming they will harass you for moderation do not do it,1
knock off a cracker for callin me towelhead,0
harry liked both cho and this black girl i see you mr potter,0
wonder why they had asian women in wheatfields as a prank wonder why they joke about asians were the hardest part wonder why they make a song about how italians are not honkeys this is all controlled these songs are not even funny but forced,0
 we have one retard our country too he will beat her hollow he can make her look like a genius 🙃,1
it political power then violence obviously we do not have the ability to be violent yet we are advocating for the same violence being done to us only instead of the enemy replacing americans whites we want forced deportation this will come to violence eventually it inevitable,0
demi mawby is a mudshark unfortunately,1
no matter how hard a nigga thinks he is they all look the same with my titties in their mouth lmao,0
 they r no longer getting away with doing whatever under guise of boys will be boys or white privilege they cannot bully demand grab etc or make everyone else work while they sit in lazy boy chair this white me too witness to domestic racial violence says enough is enough,0
i swear to god i wanna get raped in the most degrading and humiliating way ever i wanna cry real fear tears معصيتي راحتي,1
seattle times front page says c ville car killer was a nazi sympathizer more fake news,1
   so me,0
not only is my english teacher a lesbian but she also listens to tyler the creator makig her a shrine as we speak,1
 he is not a news anchor he is a suck up to d trump maybe even secret gay lovers,0
moral of the story niggas be lying,0
 there you are we baited the libtards few weeks back i have een suspended from twatter for calling minaj a ghetto whore,1
 marx teaches dumb kids that they are the smartest in the room and to kill all the older people that disagree also they were white so they must be walking while racist 😐 😐 😐 😐,0
ok watching the kelly bitch on fox showing the altright group some members giving the salute exposure red pill baby ,0
i am fucking amazed it took this long for weinstein to pull the jew card gotta give the kike credit any other kike would of pulled it day one,1
in all my twitter life i have been long been preparing studying ancient texts to fight the great enemy the ignorant the exclusionary the gatekeepers i thought i knew my enemy he was white cis het tory republican ya know and somehow i am debating aphobic lesbians,0
 its about illegal immigrants as apart of national security this has to be done india is not a refugee home for illegal immigrants,0
total fake worthless muslim black bastard,1
   shii its really other counties you gotta worry about tho marion county been droppin marijuana charges shii i was caught several times with weed and cops juss let me go its them white ass counties that get boys,0
lot of dems want to throw open the borders so immigrant votes can give the party a permanent lock on political power sordid and destructive,0
doing the moonwalk is the only way to look cool while wiping dog crap off your shoes frankiana 4 minimissuhurado,0
twitter or anywhere there is not free speech is just another internet ghetto period threats of violence personal info porn illegal activity there are your parameters for censure,0
that funny hoodbilly i have always referred to myself as ghetto hick because halfway through my childhood my parents moved me from the city to the country i am a white girl who can rap and change brakes on a muddin truck hehe 😍 😍 👊 👊,0
 these hoes ain t shit bro u cute as hell,0
   it is not racist since it is hard or borderline impossible at times to tell if some of these asians are male or female it way easier to tell the difference between european and african males and females,0
to all my muslim homies stay blessed today  real,0
 lakune is a retard,1
   i swear the word crackhead is normally used towards white trash,0
  does that justify lewd comments or sexual harassment on the street should women in our own land on our own soil our own women not feel safe we are not muslims in india who get raped every day we are all co citizens respect is a must,0
over the top i have stomped hundreds of niggers sea niggers sand niggers every nigger i see ill stomp it what are you some kind of nigger lover we do not like your kind around here,1
 you spray with insecticide and the niggers still walk by like bitch please or worse fly 🤣,1
please revive i can not guarantee your guy watch out here doing space shit whilst i am making twitter bots who nut niggers,1
i needed to hate you to love me,0
but it on hbo more violence and sex come on what not to love,0
so answer my question should a woman or women who are the object of  abusive posts be able to downvote him or should they just silently take it,0
tomorrow precap lit sidharth shukla wow yaar i think he will kill all the task in season bb13 bigg boss 13,0
 zakir naik is a great man what is wrong with you is it just because he is muslim 🤦 🏻 ‍ ♀ ️ seriously,0
nah if you do that then we need to put all the statues in museums fuck this selective persecution horse shit if some scuzzy kike commie faggot emo antifa tries to damage our statues then it should be a  felony and they do  years or more,1
next up mexit wet back you go spick,0
based poland will deploy the shrike force nigger cleanup robots,1
the muzzies working there will stir lattes with their left hand fingers if they know the drink is for an infidel,1
  it is the fact that he defending an homophobic white supremacist whose a friend says it all,0
it ’ honestly so cute that some non muslim countries are allowing the call to prayer in ramadan,0
ya niggas made amiri look dirty ya make everything dirty i hate you dirty mother fuckers ya make luxury items look dirty stick to white tees,0
omg unchanged again bielsa your a cunt eddie 😭 😭,1
 unlike the islamic world the west cherishes human life so we do not need muslims to teach us how to love  religious groups which facilitate refugee immigration are paid by the head making venture catholic lutheran churches lead in this operation,1
i kno all the bad bitches should ’ ve ask me to give u  now u stuck w a rat lmao,0
 you ’ re islamphobia is showing and it aint it,0
to twitter refugee resettlement specialist absolute brilliant user name,0
yu really can not save these hoes they do not wanna be saved,0
it bullshit rationalizing for their continued sinecures go to any high iq college or corporate campus and you will notice the indians sticking with the indians the asians with the asians the token diversity with the token diversity and the whites angling to add a nonwhite to their social group,0
  illegal illegal illegal immigrants so deliberately obtuse,1
it all hehe haha until we show up at your local favorite hang out spot and wait for you to come out in the van they go one little heeb at a time whatever it takes,1
you type like a nigger but your message is pure kike are you a niggerkike,1
esteban santiago is a beaner muslim build the wall ban muslim immigration trump was right again hail trump,1
  if saying nigger to someone makes them respond violently that person has no place in society violent animals belong in cages when is the last time you heard kike or faggot or any other slur as the basis for violence words are just words sticks and stones etc,1
trust me i know it bullshit too but unfortunately the muzzies in england will swallow hook line sinker due to lowered inbred iqs,1
send those fucking retarded third workd freeloaders back to their own shitholes they made their beds now they can lie in them,1
nah it like watching a retarded william f buckley as i like to think of myself it should be amusing hopefully,1
 this girl is retarded lmao if you ’ re lucky enough to have this then why would you act like that,1
i love the gab community my favorite gabbers are the ones who yell nigger every chance they get,1
 why do not muslim countries accept them as refugee,0
thornton heath croydonistan has been transformed form a nice middle class suburb into a shit hole of black gangs drug dealers moslem scum recent arrest connected to parsons green cultural enrichment has made uk hell needs to be cut out like the cancer it is,1
some guy was walking around my house banging on the doors including the garage door yeah retard keep doing that im so gonna answer,0
at my high school just to spite david hogg his retarded cohorts i will be hosting a national lock in on   it ll send the message of our rights being important including the 2 nd amendment,0
if it had been a shitskin goatfucker from the mosque do you think they would have arrested him nope,1
nick the spic fuentes,1
 nazis are so stupid they don ’ t realize the symbol they took for them was actually a symbol of buddhism,0
    unfortunately in reality that was not the case ppl are still nursing old wounds and anger partition and the violence did not help at all kings always fought wars but they never destroyed places of worship or centers of learning it was always different with muslim invasion,0
imagine a muslim coming up to some bystanding cops and say thank you for serving can i get a picture with your index finger pointed up,0
  you all only caring about their hair if these kids were white it would be different latinos love playing both sides they your homeboy until u say mi amigo or deportation then u a porch monkey i could never,0
the hoopla over the immigrants being detained at airports only has to do with those with visas not refugees the refugees are not getting in the msm making this issue bigger than it really is maga trumpiswinning banimmigrants,0
iftekhar ahmed that is a traditional british name i believe they can trace their family back to the years before the arabs from italy roman arabs invaded a proud scottish name did not they have a whiskey named after them,0
more thousands of girls have been raped by pakistani muslims do you  call for an immediate national debate about immigration and race  introduce harsh penalties for all involved  gag the native population make a pakistani muslim the nation home secretary they chose ,1
now if only we can get moslem men to do this before their wives squat out shitlings,1
is not it the jews who make films glorifying the mass murderer nelson mandela,1
nope disgusted muted keep your kike smut to yourself,1
we do not keep our doors close because we hate the people outside we close them because we love the people inside that pretty much explains trump ban on muslim countries gabfam maga  ,1
what the most popular wax figure in the world largest moslem country ban islam,1
i am a nigger rabbi who sells bacon,1
then macron will be perfect for france just think of all the big black somalias he will import he will like them and the french women as well,0
 jews fucking jews,1
apparently the leader using the name grandpa tuarus believes he is all powerful and has the right to send out orders for little asian women to get raped and kidnapped,0
why would he attack a white music festival the suspect is some gook bitch,1
i went to ds to read the comments for that shill article for ricky bobby and almost all the comments make me feel like i am on the outside looking in on people still trapped inside the kike matrix it a bizarre feeling,1
 play it its actually really fun kinda above my skill level but i luv how it looks also cloud is a depressed gay,0
 year old group of caucasians are yelling no laws when you are drinking claws bro white claws are officially canceled,0
lol spin away and use ad hominem attacks because you can not debt on merit synonymous for a white flag too easy next impeachdonaldtrump,0
don t talk shite kike moslems are less than  percent americas fucked plus we never had a kenyan leader an you say you re a white country you are not even white you1re jewish,1
 i thought the photo was of the post office in ostia where soviet refugees converged in evenings to share info and support one another on emotional level i do not remember refugee camps in ostia or rome haias nayana would give stipend to rent apartments but that was in  ,0
governor terry mcauliffe declared a state of emergency after sucking a dozen nigger cocks,1
really you could try bitch 🙂,1
will all of the white people who want to move to a ghetto or third world country please raise your hand,1
 sweetheart this is beautiful i wanna be part of cool asians so bad 🥺,0
 so ppl do not go to church bc i said wearing blue jeans were ghetto not because your great aunt billie mae asked your dyke ass to wear a dress or to stop holding your boyfriend hand on the first pew bc of jeans akskksk i am tired,1
i got game for you young hoes do not grow to be a dumb hoe that a no no,1
at that time there was also one young homosexual male prostitute riding in the boat,0
elite looters try to destroy history no public school teaches that moslems invaded europe with help from jewish traitors at the gate or that the inquisition was reparations for jews selling white christians as slaves to moslems,1
you can not form an argument your position on child abuse is indefensible so you resort to low energy attacks it really sad i am ashamed to think you are white tell me you are a kike or something to give me a reason to keep trying to save my people,1
follow me  retweet drop your handles follow whoever likes it this let all gain,0
 is a creative external processor of emotions queer black tweeter and meme connoisseur from england matthias works to create a safe space for everyone to feel that they are not alone and that their experiences are valid he also enjoys getting rather silly,0
it time to purge these sand nigger savages from our country once and for all,1
blacks are much fatter in white societies but they complain a lot guess thats why they all want to move here we tried investing there but they ate all the missionaries and raped all the nuns they dont understand homosexuality,1
white professors stop saying negro challenge,0
how to make a libtard do major reeage i just bought a nigger for  autistic screeching i am playing football manager you dullard liberal,1
neither are on our side especially that rat kike shapiro he a never trump shadowcon,1
remember kids if your gay act as straight as you can in school because your just gonna get called a fag or queer if you do not happened to me today 💗 💕 ☺️,0
all kike konstructs,1
 why keep the racial divide there no white person than condones what she did and does not recognize it as a crime a criminal got found guilty and will be sent to jail that what matters,0
 who can even hate you 😤 🌻,0
only a kike spouts this shit,1
they send their best and brightest to europe and america for education obviously becuase they sand niggers and gooks have the best universities and are oppressed by the evil white man learning institutions it is our learning institutions that oppress the brown nigger people,1
i have never said this before  but i really do hope you get raped by a pack of niggers,1
what a faggot fuck sessions the little bitch,1
i can not believe cosby raped the reo speedwagon guy,0
share hoes not loaves,1
  yes terrorism and hate is islam,1
everyday somebody on here arguing my timeline so ghetto,0
 we have words for guys like you it ’ called bitches,1
bingo hates americans hates our values hates our country and you civnat faggots pay his tuition,1
the daughter of a high ranking eu official was recently raped and murdered by a refugee centuries later and we are back to child sacrifice,1
 they will get arrested if cause violence,0
reality is  of whites vote only  niggers voted trump reality is all one only needs to do is pull  of the  of whites who voted for democrats this is an easier path than trying to muh based maga hat nigger shit  is trying to pull,1
it domestic violence awareness month so here your reminder that anyone of any gender in any partnered relationship can be a victim or a perpetrator let us not erase lgbtqia victims yes including ace aro and nb people or male victims of abusive women,0
awesome so why does everyone make fun of you if your not a queer homo,1
fucking retarded they talk like the fella sign on in the army pundeh being forced to serve the  years athu ungalukka theriyalla comedy pieces 😂 😂 😂,1
i can not really blame corey for grabbing that big ghetto booty but we do not want any roy moore working in the white house disavow,1
niggas be retarded asf 😂 😂,1
only gay nigger culture nice,1
all women are actresses i am just clever enough to be paid for it grace,0
jasmine tweeted this man job and still got to tweet and i told drew brees i beg your nigger ass pardon and got disabled for  hours,1
well it not our fault nigger women are huge,1
im getting me a white boyfriend i am sick of the negros,0
long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,1
we encourage white native born americans to learn another language but we see it as a deficit for immigrant children that are imagined as lower class to maintain fluency in their native tongues p  latina teacher sad truth,0
trump is outraged over mexico allowing immigrants into our country har har har cause it their job to protect our border hey neighbor i am mad you did not protect my house from these criminals i doubt trump will do anything about this only brave white men in texas will,1
 that good now time to put some of the ignorant white want to be nazi in the terrorist watch as well,0
throwing kitchenware is a bitch move it what physically weak women do to indicate their displeasure without actually attacking their man,1
derek the half nigger is mad tho,1
yes he was a queer as well he had something on the cops,0
my bf hit me but it ok he hits like a faggot real,1
that really brave of these four women on cnn to publicly state their iq with their hands on national tv kudos for being honest for once with the  people that still watch your fakenews delusional globalist liberal entertainment channel cnn cnnisisis cnnblackmail msm ,0
